Make,Model,Total.Incidents,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries
Gulfstream,690A,{'Destroyed': 1},2.0,0.0,0.0
Gulfstream,690B,{'Substantial': 1},0.0,0.0,0.0
Gulfstream,690C,{'Destroyed': 1},2.0,0.0,0.0
Gulfstream,690D,{'Destroyed': 1},6.0,0.0,0.0
Gulfstream,AEROCOMMANDER 695,{'Substantial': 1},0.0,0.0,0.0
Gulfstream,G-1159,{'Substantial': 1},0.0,0.0,0.0
Gulfstream,GV-1,{'Substantial': 1},0.0,0.0,0.0
Gulfstream Aerospace,G-5,{'Minor': 1},0.0,0.0,0.0
Gulfstream Aerospace,G-IV,{'Substantial': 2},0.0,0.0,0.0
Gulfstream Aerospace,G-V,{'Minor': 1},0.0,0.0,0.0
Gulfstream American,690B,{'Substantial': 1},0.0,0.0,0.0
Gulfstream American,690C,{'Substantial': 2},0.0,0.0,0.0
Gulfstream American,AA-5A,{'Destroyed': 1},2.0,0.0,0.0
Gulfstream American,AA-5B,{'Destroyed': 1},1.0,0.0,0.0
Gulfstream American,AA5A,{'Substantial': 1},0.0,0.0,1.0
Gulfstream-schweizer,G-164B,{'Substantial': 1},0.0,0.0,0.0
HAWKER,MK-20 Sea Fury,{'Substantial': 1},0.0,0.0,0.0
HAWKER BEECHCRAFT CORPORATION,390,{'Destroyed': 1},2.0,0.0,2.0
HILLER,UH 12D,{'Substantial': 1},0.0,1.0,0.0
HILLER,UH-12D,{'Substantial': 1},0.0,0.0,0.0
HUGHES,269C,{'Substantial': 1},0.0,1.0,1.0
HUGHES,369,{'Substantial': 1},0.0,0.0,0.0
HUGHES,369A,"{'Substantial': 1, 'Destroyed': 1}",0.0,0.5,2.5
HUGHES,369D,{'Substantial': 2},0.0,0.5,0.5
HUGHES,369HS,{'Substantial': 1},0.0,0.0,0.0
Hall,Lancair IV-P,{'Destroyed': 1},3.0,0.0,0.0
Hamburger Flugzeugbau (hfb),HANSA HFB-320,{'Destroyed': 1},3.0,0.0,0.0
Hawker Beechcraft,390,{'Substantial': 1},0.0,0.0,2.0
Hawker Siddeley,125-600A,{'Destroyed': 1},1.0,3.0,4.0
Hawker Siddeley,DH 125-400A,{'Substantial': 1},0.0,1.0,4.0
Hawker Siddeley,DH-125,{'Substantial': 1},0.0,0.0,0.0
Hawker Siddeley,HS-125-400A,{'Destroyed': 1},2.0,2.0,2.0
Hawker Siddeley,HUNTER T MK 7,{'Substantial': 1},0.0,1.0,1.0
Hawker Siddely,HS 125 600B,{'Substantial': 1},0.0,3.0,0.0
Hawker-beechcraft,BE-200,{'Substantial': 1},7.0,0.0,0.0
Hawkins & Powers,UH-1B,{'Destroyed': 1},0.0,0.0,1.0
Head,AX8 88,{'Minor': 1},0.0,1.0,1.0
Head,AX9-118,{'Minor': 1},0.0,0.0,1.0
Helio,COURIER H-295,{'Destroyed': 1},3.0,0.0,0.0
Helio,H-250,{'Substantial': 3},0.0,0.0,0.0
Helio,H-295,{'Substantial': 7},0.0,0.0,0.42857142857142855
Helio,H-391B,{'Substantial': 1},0.0,0.0,0.0
Helio,H-395,{'Substantial': 1},0.0,0.0,0.0
Helio,H-395A,{'Substantial': 1},0.0,0.0,0.0
Helio,H295,{'Substantial': 2},0.0,0.0,0.0
Helio,HT-295,{'Destroyed': 2},0.0,0.5,0.5
Hiller,12-E,{'Destroyed': 1},0.0,0.0,0.0
Hiller,FH-1100,"{'Destroyed': 2, 'Substantial': 1}",1.0,0.0,0.0
Hiller,H-23C,{'Destroyed': 1},0.0,0.0,1.0
Hiller,UH-12,{'Substantial': 1},0.0,0.0,0.0
Hiller,UH-12C,{'Substantial': 2},0.0,0.0,0.0
Hiller,UH-12D,{'Substantial': 1},0.0,0.0,0.0
Hiller,UH-12E,"{'Substantial': 3, 'Destroyed': 3}",0.5,0.0,0.5
Hiller,UH-12ET,{'Substantial': 1},0.0,0.0,0.0
Hiller,UH12,{'Substantial': 1},0.0,0.0,0.0
Historical Aircraft Corp.,A-001,{'Substantial': 1},0.0,1.0,0.0
Hubbell,Prescott Pusher,{'Substantial': 1},0.0,0.0,0.0
Hughes,269,{'Substantial': 2},0.0,1.0,0.5
Hughes,269A,{'Substantial': 5},0.0,0.4,0.4
Hughes,269A-1,{'Substantial': 1},0.0,0.0,0.0
Hughes,269B,"{'Substantial': 3, 'Destroyed': 1}",0.75,0.0,0.25
Hughes,269C,"{'Substantial': 6, 'Destroyed': 3}",0.0,0.4444444444444444,0.8888888888888888
Hughes,269D,{'Substantial': 1},0.0,0.0,0.0
Hughes,300/269C,{'Substantial': 1},0.0,0.0,3.0
Hughes,364HS,{'Substantial': 1},0.0,0.0,2.0
Hughes,369-500D,{'Substantial': 1},0.0,0.0,0.0
Hughes,369D,"{'Substantial': 18, 'Destroyed': 6}",0.3333333333333333,0.125,0.20833333333333334
Hughes,369E,"{'Substantial': 3, 'Destroyed': 2}",0.0,1.0,0.6
Hughes,369HS,"{'Substantial': 6, 'Destroyed': 2}",0.375,0.0,0.125
Hughes,500C,"{'Destroyed': 1, 'Substantial': 1}",0.0,2.0,1.0
Hughes,500C (369HS),{'Substantial': 1},0.0,1.0,0.0
Hughes,500D,"{'Substantial': 4, 'Minor': 1}",0.2,0.2,0.2
Hughes,H500C,{'Substantial': 1},0.0,0.0,0.0
Hughes,TH-55A,{'Substantial': 1},0.0,0.0,0.0
ICON,A5,{'Substantial': 1},0.0,0.0,1.0
ICON AIRCRAFT INC,A5,{'Substantial': 2},1.0,0.0,0.0
ISRAEL AIRCRAFT INDUSTRIES,1125 WESTWIND ASTRA,{'Substantial': 1},0.0,0.0,0.0
Intermountain Mfg. (imco),CALLAIR A-9,{'Substantial': 2},0.0,0.0,0.0
Israel Aircraft Industries,1124,{'Substantial': 1},0.0,0.0,0.0
Israel Aircraft Industries,1124A,"{'Destroyed': 1, 'Substantial': 1, 'Minor': 1}",2.3333333333333335,0.0,0.0
Iv Inc.,LANCAIR IV,{'Substantial': 1},2.0,1.0,0.0
Jackson,Velocity,{'Substantial': 1},0.0,0.0,0.0
KLAAS DEVELOPMENT INC,LANCAIR IV P,{'Substantial': 1},1.0,0.0,0.0
KUBICEK,BB85,{'Destroyed': 1},16.0,0.0,0.0
Kaman,K600-3,{'Destroyed': 1},0.0,0.0,0.0
LANCAIR,LC41-550FG,{'Substantial': 1},0.0,0.0,0.0
LEARJET,25,{'Substantial': 1},0.0,0.0,0.0
LEARJET INC,31,{'Substantial': 1},0.0,0.0,0.0
LEARJET INC,45,{'Substantial': 1},0.0,2.0,0.0
LEONARDO SPA,AW169,{'Substantial': 1},0.0,0.0,0.0
LET,L 23 SUPER BLANIK,{'Destroyed': 1},2.0,0.0,0.0
LUDWIG LARRY E,BUSHMAN,{'Substantial': 1},0.0,1.0,0.0
Lake,LA-250,{'Substantial': 1},0.0,0.0,1.0
Lake,LA-4-200,{'Substantial': 2},0.0,1.0,0.5
Lancair,LC-40-550FG,{'Destroyed': 1},2.0,0.0,0.0
Lancair,LC41,{'Substantial': 1},0.0,0.0,0.0
Lancair,LC42-550FG,{'Substantial': 1},0.0,0.0,0.0
Lciv Llc,Lancair IV-P Propjet,{'Destroyed': 1},3.0,0.0,0.0
Learjet,24,{'Destroyed': 2},4.5,0.5,0.0
Learjet,25D,{'Substantial': 1},0.0,0.0,0.0
Learjet,35A,{'Substantial': 3},0.0,0.0,0.0
Learjet,36,{'Minor': 1},0.0,0.0,0.0
Learjet,55,{'Substantial': 1},0.0,0.0,0.0
Learjet,60,{'Substantial': 1},0.0,0.0,0.0
Lockheed,1329-23E,{'Minor': 1},0.0,0.0,0.0
Lockheed,L-1329,{'Substantial': 1},0.0,0.0,0.0
Luscombe,8A,{'Substantial': 1},0.0,0.0,0.0
MAULE,MXT-7-180,{'Substantial': 1},1.0,0.0,0.0
MCDONNELL DOUGLAS HELICOPTER,369E,{'Substantial': 2},0.0,0.0,0.0
MITSUBISHI,MU-2B-26A,{'Substantial': 1},0.0,1.0,0.0
MKII Corporation,Lancair Legacy 2000,{'Substantial': 1},0.0,0.0,0.0
MOONEY,M20C,{'Substantial': 1},0.0,0.0,1.0
MOONEY,M20J,{'Substantial': 1},0.0,0.0,0.0
MOONEY,M20M,{'Substantial': 1},0.0,1.0,0.0
MOONEY,M20R,{'Substantial': 1},0.0,0.0,0.0
MOONEY AIRPLANE CO INC,M20TN,{'Substantial': 2},0.0,0.0,0.0
Malone,VANS RV-6A,{'Destroyed': 1},1.0,0.0,0.0
Mankovich,SONERAI,{'Destroyed': 1},1.0,0.0,0.0
Maule,M-4-210C,"{'Substantial': 1, 'Destroyed': 1}",1.0,0.0,0.0
Maule,M-4-220C,{'Substantial': 1},0.0,0.0,1.0
Maule,M-5,{'Substantial': 4},0.0,0.0,0.0
Maule,M-5-180,{'Substantial': 1},0.0,0.0,0.0
Maule,M-5-210C,{'Substantial': 3},0.0,0.0,0.0
Maule,M-5-210TC,{'Substantial': 1},0.0,1.0,0.0
Maule,M-5-220C,{'Destroyed': 1},0.0,1.0,3.0
Maule,M-5-235,{'Substantial': 1},0.0,0.0,0.0
Maule,M-5-235C,{'Substantial': 1},0.0,2.0,1.0
Maule,M-6-235,"{'Substantial': 2, 'Destroyed': 1}",0.3333333333333333,0.3333333333333333,0.0
Maule,M-7-235,{'Substantial': 5},0.2,0.0,0.8
Maule,M-7-235B,{'Substantial': 1},0.0,0.0,0.0
Maule,M4,{'Substantial': 1},0.0,0.0,0.0
Maule,M5-235C,{'Substantial': 1},0.0,0.0,0.0
Maule,ML-7,{'Substantial': 1},0.0,1.0,0.0
Maule,MT-7-235,{'Substantial': 1},0.0,0.0,0.0
Maule,MX-7-235,{'Substantial': 1},0.0,0.0,0.0
Mbb,BK-117,{'Minor': 1},0.0,0.0,0.0
Mbb,BO-105,{'Substantial': 1},0.0,0.0,3.0
Mbb,BO-105S,{'Destroyed': 1},2.0,0.0,0.0
Mcdonnell Douglas,369D,{'Destroyed': 1},3.0,0.0,0.0
Mcdonnell Douglas,369E,{'Destroyed': 3},0.6666666666666666,1.3333333333333333,1.3333333333333333
Mcdonnell Douglas,369HS,{'Destroyed': 1},0.0,0.0,4.0
Mcdonnell Douglas,600N,{'Substantial': 1},0.0,0.0,0.0
Mcdonnell Douglas,DC-3,{'Destroyed': 1},2.0,1.0,0.0
Mcdonnell Douglas,MD369D,{'Substantial': 1},0.0,0.0,0.0
Mckinnis,STEEN SKYBOLT,{'Substantial': 1},0.0,0.0,0.0
Md Helicopter,MD 600,{'Destroyed': 1},1.0,0.0,0.0
Md Helicopters,MD-600N,{'Destroyed': 1},3.0,1.0,0.0
"Md Helicopters, Inc.",600N,{'Substantial': 1},0.0,0.0,3.0
Mikoyan,MIG-15BIS,{'Substantial': 1},0.0,0.0,0.0
Mitsubishi,300,{'Substantial': 1},0.0,0.0,0.0
Mitsubishi,MU-2,{'Substantial': 1},0.0,0.0,0.0
Mitsubishi,MU-2B,{'Destroyed': 1},0.0,0.0,0.0
Mitsubishi,MU-2B-20,"{'Substantial': 3, 'Destroyed': 1}",0.25,0.0,0.25
Mitsubishi,MU-2B-25,"{'Substantial': 3, 'Minor': 1, 'Destroyed': 1}",1.2,0.0,0.0
Mitsubishi,MU-2B-30,{'Substantial': 1},0.0,0.0,0.0
Mitsubishi,MU-2B-36,{'Minor': 1},0.0,0.0,0.0
Mitsubishi,MU-2B-40,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.0,1.3333333333333333
Mitsubishi,MU-2B-6,{'Substantial': 1},0.0,0.0,1.0
Mitsubishi,MU-2B-60,{'Destroyed': 2},5.0,0.0,0.0
Mitsubishi,MU-300,{'Substantial': 1},0.0,0.0,0.0
Mitsubishi,MU-300IA,{'Minor': 1},0.0,0.0,0.0
Mitsubishi,MU2B-20,{'Substantial': 1},0.0,0.0,0.0
Mitsubishi,MU2B-40,{'Destroyed': 1},0.0,0.0,6.0
Mitsubishi,MU2J,{'Substantial': 1},0.0,0.0,0.0
Mooney,20K,{'Substantial': 1},0.0,0.0,0.0
Mooney,231,{'Substantial': 1},0.0,0.0,0.0
Mooney,M-10,{'Substantial': 1},0.0,0.0,0.0
Mooney,M-20,"{'Destroyed': 1, 'Substantial': 1}",0.5,0.0,0.0
Mooney,M-20-J-201,{'Destroyed': 1},1.0,0.0,0.0
Mooney,M-20C,{'Substantial': 1},0.0,2.0,0.0
Mooney,M-20F,{'Substantial': 1},0.0,0.0,1.0
Mooney,M-20J,"{'Substantial': 2, 'Destroyed': 1}",0.3333333333333333,0.3333333333333333,0.0
Mooney,M-20K,"{'Destroyed': 1, 'Substantial': 1}",0.5,0.0,1.0
Mooney,M20-K,{'Substantial': 1},0.0,0.0,0.0
Mooney,M20A,{'Substantial': 1},0.0,0.0,0.0
Mooney,M20B,{'Destroyed': 1},1.0,1.0,0.0
Mooney,M20C,"{'Substantial': 7, 'Destroyed': 4, 'Minor': 1}",0.3333333333333333,0.16666666666666666,0.16666666666666666
Mooney,M20D,{'Substantial': 1},0.0,0.0,0.0
Mooney,M20E,"{'Substantial': 5, 'Destroyed': 3}",1.0,0.125,0.375
Mooney,M20F,"{'Substantial': 9, 'Destroyed': 5, 'Minor': 2}",0.375,0.1875,0.125
Mooney,M20G,{'Destroyed': 1},1.0,0.0,0.0
Mooney,M20J,"{'Destroyed': 10, 'Substantial': 9}",1.105263157894737,0.05263157894736842,0.2631578947368421
Mooney,M20K,"{'Substantial': 6, 'Destroyed': 6}",0.5833333333333334,0.0,0.08333333333333333
Mooney,M20L,{'Destroyed': 1},2.0,0.0,0.0
Mooney,M20M,{'Substantial': 1},0.0,0.0,0.0
Mooney,M20R,{'Substantial': 1},0.0,0.0,0.0
Mooney,M20S,{'Substantial': 1},0.0,0.0,0.0
Mooney,M22,{'Substantial': 1},0.0,0.0,0.0
Mooney,MK20J,{'Substantial': 1},0.0,0.0,1.0
Mooney,MK21,{'Substantial': 1},0.0,0.0,1.0
Mooney,MO-20J,{'Destroyed': 1},2.0,0.0,0.0
Morane-Saulnier,MS-760/B,{'Substantial': 1},0.0,0.0,0.0
Morane-saulnier,MS760,{'Destroyed': 1},2.0,0.0,0.0
NEW PIPER AIRCRAFT INC,PA 32R-301T,{'Substantial': 1},0.0,2.0,2.0
NEW PIPER AIRCRAFT INC,PA32-301FT,{'Substantial': 1},0.0,0.0,2.0
NORTH AMERICAN,AT 6,{'Destroyed': 1},2.0,0.0,0.0
NORTH AMERICAN,SNJ 2,{'Destroyed': 1},1.0,0.0,0.0
NORTHLAND AVIATION LLC,IVP,{'Substantial': 1},0.0,1.0,0.0
Navion,A,{'Destroyed': 1},3.0,0.0,0.0
Navion,G,{'Destroyed': 2},2.0,0.0,0.0
Navion,NA-1,{'Substantial': 1},0.0,0.0,0.0
Navion,NAVION H,{'Substantial': 1},0.0,0.0,0.0
New Standard,D-25,{'Substantial': 1},0.0,0.0,0.0
North American,F-100F,{'Destroyed': 1},1.0,0.0,0.0
North American,NA-265-40,{'Substantial': 1},0.0,0.0,0.0
North American,NA-265-50,{'Substantial': 1},0.0,0.0,0.0
North American,NA-265-80,{'Destroyed': 1},2.0,2.0,0.0
North American,NAVION,{'Substantial': 1},0.0,0.0,0.0
North American,P-51 MUSTANG X,{'Substantial': 1},0.0,0.0,0.0
North American,P-51D,{'Minor': 1},0.0,0.0,0.0
North American,SNJ-2,{'Substantial': 2},0.0,0.0,0.0
North American,SNJ-4,{'Destroyed': 1},4.0,0.0,0.0
Northrop,C-125A,{'Substantial': 1},0.0,0.0,2.0
Northrop,F5,{'Substantial': 1},0.0,0.0,0.0
PIAGGIO,P180,{'Minor': 1},0.0,0.0,0.0
PIAGGIO,P180 - AVANTI II,{'Substantial': 1},0.0,0.0,0.0
PILATUS,PC12,{'Substantial': 2},0.0,0.0,0.0
PIPER,AEROSTAR 602P,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA 18,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA 18-150,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA 24-250,{'Substantial': 1},3.0,0.0,0.0
PIPER,PA 31P,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA 32RT-300T,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA 46,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA 46 350P,{'Minor': 1},0.0,0.0,0.0
PIPER,PA 46-350P,{'Substantial': 5},0.0,0.0,0.0
PIPER,PA-18-135,{'Substantial': 1},0.0,1.0,0.0
PIPER,PA-18-150,{'Substantial': 4},0.0,0.0,0.0
PIPER,PA-22,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA-22-135,{'Substantial': 2},0.0,0.5,0.0
PIPER,PA-22-150,{'Substantial': 2},0.0,0.0,0.0
PIPER,PA-23-250,{'Substantial': 1},3.0,0.0,1.0
PIPER,PA-24-250,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA-24-260,{'Substantial': 1},0.0,1.0,2.0
PIPER,PA-28-151,{'Substantial': 1},0.0,2.0,0.0
PIPER,PA-30,{'Substantial': 1},2.0,0.0,0.0
PIPER,PA-31T,{'Substantial': 1},1.0,0.0,0.0
PIPER,PA-32-300,{'Substantial': 1},0.0,1.0,2.0
PIPER,PA-32R-300,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA-32R-301,{'Substantial': 2},0.0,0.0,0.0
PIPER,PA-34-200T,{'Destroyed': 1},1.0,0.0,0.0
PIPER,PA-46,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA-46-310P,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA-46-350P,{'Substantial': 2},0.0,1.0,0.0
PIPER,PA18,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA23-250,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA31,{'Substantial': 1},1.0,1.0,0.0
PIPER,PA31T,{'Destroyed': 2},3.0,0.0,0.0
PIPER,PA32,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA42,{'Destroyed': 1},4.0,0.0,0.0
PIPER,PA44,{'Destroyed': 1},1.0,0.0,0.0
PIPER,PA46-310P,{'Substantial': 1},0.0,0.0,0.0
PIPER,PA46-500TP,{'Destroyed': 1},2.0,0.0,0.0
PIPER,PA46R,{'Substantial': 1},0.0,1.0,0.0
PIPER AIRCRAFT CORPORATION,PA-60-601P,{'Substantial': 1},0.0,0.0,0.0
PRIDMORE,LANCAIR IV,{'Substantial': 1},0.0,0.0,0.0
Partenavia,P68C,{'Destroyed': 1},0.0,1.0,0.0
Piaggio,P180,{'Substantial': 1},0.0,0.0,0.0
Piaggio Aero Industries S.p.a.,Avanti P-180,{'Substantial': 1},0.0,0.0,0.0
Pilatus,PC-12/45,{'Destroyed': 2},1.0,0.0,0.5
Pilatus,PC-6,{'Substantial': 1},0.0,0.0,0.0
Pilatus,PC12,{'Substantial': 1},0.0,0.0,1.0
Pilatus,PORTER PC-6/350,{'Substantial': 1},0.0,0.0,0.0
Piper,18,{'Substantial': 1},1.0,1.0,0.0
Piper,28-140,{'Destroyed': 1},1.0,1.0,0.0
Piper,32RT-300T,{'Destroyed': 1},0.0,1.0,0.0
Piper,46-310P,{'Substantial': 1},0.0,0.0,0.0
Piper,601P,"{'Destroyed': 3, 'Substantial': 2}",1.0,0.2,0.0
Piper,602P,{'Destroyed': 1},1.0,0.0,0.0
Piper,AEROSTAR 601P,"{'Destroyed': 2, 'Substantial': 2}",0.5,0.25,0.25
Piper,AEROSTAR 602P,{'Destroyed': 2},1.0,0.0,0.0
Piper,Aerostar 601P,{'Destroyed': 1},1.0,0.0,0.0
Piper,J-3C,{'Substantial': 1},0.0,0.0,0.0
Piper,J-5,{'Substantial': 1},0.0,0.0,0.0
Piper,J3,{'Substantial': 1},0.0,0.0,0.0
Piper,J3C-65,{'Substantial': 1},0.0,0.0,0.0
Piper,J3C-85,{'Minor': 1},1.0,0.0,0.0
Piper,J5A,{'Substantial': 1},0.0,0.0,0.0
Piper,L-21-A,{'Destroyed': 1},2.0,0.0,0.0
Piper,P-60-601P,{'Destroyed': 1},1.0,1.0,0.0
Piper,PA 25,{'Substantial': 1},0.0,0.0,0.0
Piper,PA 28-236,{'Destroyed': 1},1.0,0.0,0.0
Piper,PA 28R-200,{'Substantial': 1},0.0,0.0,0.0
Piper,PA 46-350P,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-11,{'Substantial': 2},0.0,0.0,0.0
Piper,PA-12,"{'Substantial': 9, 'Destroyed': 2}",0.2727272727272727,0.0,0.2727272727272727
Piper,PA-12-150,{'Destroyed': 1},0.0,0.0,0.0
Piper,PA-14,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-16,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-18,"{'Substantial': 46, 'Destroyed': 6}",0.11538461538461539,0.15384615384615385,0.15384615384615385
Piper,PA-18-125,"{'Substantial': 1, 'Destroyed': 1}",1.5,0.5,0.0
Piper,PA-18-135,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-18-150,"{'Substantial': 22, 'Destroyed': 5}",0.25925925925925924,0.2222222222222222,0.2962962962962963
Piper,PA-18-160,{'Substantial': 3},0.0,0.0,0.0
Piper,PA-18-180,{'Substantial': 2},0.0,0.0,0.0
Piper,PA-18A,"{'Substantial': 3, 'Destroyed': 1}",0.25,0.0,0.0
Piper,PA-18A 150,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-18A-150,{'Substantial': 2},0.5,1.0,0.0
Piper,PA-20,{'Substantial': 2},0.0,0.0,0.0
Piper,PA-22-108,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-22-135,{'Destroyed': 1},0.0,0.0,1.0
Piper,PA-22-150,"{'Substantial': 4, 'Destroyed': 2}",0.3333333333333333,0.16666666666666666,0.3333333333333333
Piper,PA-23,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.0,0.6666666666666666
Piper,PA-23-160,"{'Destroyed': 1, 'Substantial': 1}",2.0,0.5,0.0
Piper,PA-23-170,{'Destroyed': 1},4.0,0.0,0.0
Piper,PA-23-250,"{'Substantial': 14, 'Destroyed': 10, 'Minor': 1}",0.68,0.36,0.48
Piper,PA-23-250F,{'Destroyed': 1},3.0,0.0,0.0
Piper,PA-23-250T,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-23C-250,{'Substantial': 1},0.0,0.0,2.0
Piper,PA-23E-250,{'Destroyed': 1},2.0,0.0,0.0
Piper,PA-24,"{'Substantial': 4, 'Destroyed': 1}",0.2,0.0,0.2
Piper,PA-24-180,"{'Destroyed': 4, 'Substantial': 3}",1.4285714285714286,0.2857142857142857,0.2857142857142857
Piper,PA-24-250,"{'Substantial': 11, 'Destroyed': 7}",0.6111111111111112,0.3888888888888889,0.2777777777777778
Piper,PA-24-260,"{'Substantial': 4, 'Destroyed': 4}",1.0,0.0,0.375
Piper,PA-24-400,"{'Substantial': 3, 'Destroyed': 1}",0.25,0.0,0.0
Piper,PA-25-235,"{'Substantial': 4, 'Destroyed': 1}",0.2,0.0,0.0
Piper,PA-25-260,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-28,"{'Destroyed': 5, 'Substantial': 3}",0.75,0.5,0.25
Piper,PA-28-140,"{'Substantial': 9, 'Destroyed': 8}",0.6470588235294118,0.17647058823529413,0.17647058823529413
Piper,PA-28-150,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-28-151,"{'Substantial': 5, 'Destroyed': 1}",0.16666666666666666,0.0,0.0
Piper,PA-28-160,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-28-161,"{'Substantial': 10, 'Destroyed': 6}",0.75,0.0,0.0
Piper,PA-28-180,"{'Substantial': 16, 'Destroyed': 8}",0.5416666666666666,0.16666666666666666,0.20833333333333334
Piper,PA-28-181,"{'Substantial': 13, 'Destroyed': 12}",0.92,0.16,0.4
Piper,PA-28-201T,"{'Substantial': 2, 'Destroyed': 1}",0.6666666666666666,0.0,0.0
Piper,PA-28-235,"{'Substantial': 6, 'Destroyed': 3}",0.4444444444444444,0.5555555555555556,0.2222222222222222
Piper,PA-28-236,"{'Destroyed': 2, 'Substantial': 1}",1.0,0.0,0.0
Piper,PA-28R,{'Destroyed': 2},2.0,0.0,0.0
Piper,PA-28R-180,"{'Substantial': 5, 'Destroyed': 4}",1.1111111111111112,0.2222222222222222,0.3333333333333333
Piper,PA-28R-200,"{'Substantial': 14, 'Destroyed': 8}",0.5,0.22727272727272727,0.045454545454545456
Piper,PA-28R-201,"{'Substantial': 4, 'Destroyed': 1}",0.2,0.2,0.0
Piper,PA-28R-201T,"{'Substantial': 6, 'Destroyed': 4}",0.7,0.0,0.2
Piper,PA-28RT,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-28RT-201,"{'Substantial': 2, 'Destroyed': 2}",1.0,0.0,0.25
Piper,PA-28RT-201T,"{'Substantial': 5, 'Destroyed': 3}",0.25,0.125,0.375
Piper,PA-30,"{'Substantial': 9, 'Destroyed': 4}",0.8461538461538461,0.07692307692307693,0.07692307692307693
Piper,PA-30-160,{'Destroyed': 1},3.0,0.0,0.0
Piper,PA-30B,{'Destroyed': 1},1.0,0.0,0.0
Piper,PA-31,"{'Substantial': 4, 'Destroyed': 3}",1.0,0.14285714285714285,0.2857142857142857
Piper,PA-31-310,{'Destroyed': 1},1.0,0.0,0.0
Piper,PA-31-325,{'Substantial': 3},0.0,0.0,0.3333333333333333
Piper,PA-31-350,"{'Substantial': 16, 'Destroyed': 8}",0.875,0.08333333333333333,0.25
Piper,PA-31-T,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-31B-310,{'Destroyed': 1},1.0,0.0,0.0
Piper,PA-31P,"{'Destroyed': 3, 'Substantial': 1}",2.25,0.0,0.0
Piper,PA-31P-350,{'Destroyed': 2},2.5,0.0,0.0
Piper,PA-31P-425,{'Destroyed': 1},3.0,0.0,0.0
Piper,PA-31T,"{'Substantial': 4, 'Destroyed': 2, 'Minor': 1}",1.1428571428571428,0.2857142857142857,0.14285714285714285
Piper,PA-31T-620,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-31T-620II,{'Destroyed': 1},3.0,0.0,0.0
Piper,PA-31T1,"{'Substantial': 3, 'Minor': 2, 'Destroyed': 1}",0.3333333333333333,0.0,0.0
Piper,PA-31T2,{'Destroyed': 2},4.5,0.0,0.0
Piper,PA-32,"{'Destroyed': 3, 'Substantial': 2}",0.8,0.0,0.0
Piper,PA-32-260,"{'Substantial': 12, 'Destroyed': 9}",1.0476190476190477,0.5238095238095238,0.2857142857142857
Piper,PA-32-300,"{'Substantial': 14, 'Destroyed': 12, 'Minor': 1}",1.1481481481481481,0.4074074074074074,0.2962962962962963
Piper,PA-32-300E,{'Substantial': 1},0.0,0.0,1.0
Piper,PA-32-300T,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-32-301,"{'Substantial': 3, 'Destroyed': 1}",0.75,0.0,0.0
Piper,PA-32-301T,"{'Substantial': 1, 'Destroyed': 1}",1.0,0.0,0.0
Piper,PA-32R,"{'Substantial': 1, 'Destroyed': 1}",1.0,1.0,0.0
Piper,PA-32R-300,"{'Substantial': 12, 'Destroyed': 6, 'Minor': 1}",0.5789473684210527,0.5789473684210527,0.05263157894736842
Piper,PA-32R-301,"{'Destroyed': 5, 'Substantial': 5}",1.2,0.2,0.1
Piper,PA-32R-301T,"{'Destroyed': 5, 'Substantial': 2, 'Minor': 1}",1.375,0.0,0.125
Piper,PA-32RT,{'Destroyed': 1},1.0,3.0,1.0
Piper,PA-32RT-300,"{'Destroyed': 4, 'Substantial': 2}",2.5,0.16666666666666666,0.3333333333333333
Piper,PA-32RT-300T,"{'Substantial': 10, 'Destroyed': 9}",1.0,0.2631578947368421,0.05263157894736842
